image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00005.jpg,0.167286962272,0.114801656073,0.064484311577,0.0354996389867,0.172450363797,0.174556787374,0.102842978325,0.168077301595
img_00007.jpg,0.17243058107,0.103800989038,0.0648796684113,0.0420493855744,0.168799773285,0.169309248668,0.105271765187,0.173458588766
img_00009.jpg,0.174784667845,0.122141255889,0.062166090431,0.0360941277211,0.174674048772,0.1591025926,0.0971089716943,0.173928245047
img_00018.jpg,0.171435233237,0.111321116315,0.0672754836571,0.0329252597134,0.170199478389,0.173730788952,0.101440845807,0.171671793929
img_00027.jpg,0.168065305365,0.117983636389,0.0639784337376,0.0343444545023,0.170635424675,0.16826425225,0.10196135429,0.174767138791
img_00030.jpg,0.177865799264,0.11368927905,0.0686097025076,0.0339469558676,0.174955818243,0.159510436496,0.098422315091,0.172999693481
img_00040.jpg,0.168576727761,0.105508218888,0.064993817676,0.0431598020275,0.175852426919,0.165792910768,0.102153355362,0.173962740598
img_00046.jpg,0.17566024803,0.116039227349,0.0571185917616,0.033337612489,0.173248088689,0.172234802285,0.0995401148763,0.17282131452
img_00053.jpg,0.174142345171,0.102931775524,0.0672204902109,0.0432590447598,0.16316346512,0.187517072487,0.0982556345488,0.163510172178
img_00071.jpg,0.162578228452,0.113570658432,0.0698338517813,0.0427737771277,0.174707934362,0.161429346082,0.10051473535,0.174591468413
img_00075.jpg,0.174081115611,0.122028998271,0.0635871806391,0.0338386402363,0.180581328296,0.149171478233,0.103200560216,0.173510698498
img_00102.jpg,0.172409918711,0.113511540309,0.0741773188506,0.0521519089072,0.1649758111,0.153594138359,0.0962478292791,0.172931534485
img_00103.jpg,0.165818903172,0.113342713662,0.0741441022676,0.0424646177539,0.174512704289,0.145255131784,0.102950101693,0.18151172538
img_00109.jpg,0.184857287102,0.104110802124,0.0689592789178,0.0369711260763,0.165690261965,0.170439787709,0.100741899445,0.16822955666
img_00119.jpg,0.168280561975,0.112650539255,0.0660713394768,0.0424253170713,0.163306890792,0.179765635356,0.0988028173855,0.168696898689
img_00120.jpg,0.180988411378,0.116676980647,0.0679245224471,0.0348440078464,0.170002560937,0.165920512681,0.0979495521372,0.165693451926
img_00125.jpg,0.164603371664,0.1171539307,0.0722750045964,0.0402062062982,0.175645004157,0.156370536966,0.0966486626058,0.177097283012
img_00128.jpg,0.168699224876,0.113175503662,0.0690570600239,0.0336474725436,0.173559922485,0.158467009674,0.102558024042,0.180835782693
img_00129.jpg,0.187171601889,0.112986633298,0.0700040065038,0.0422238430679,0.166593658191,0.156408146507,0.098435105885,0.166177004659
img_00133.jpg,0.192273129325,0.117025380986,0.0703905472534,0.0312818857708,0.166784526383,0.173534528951,0.0905478982629,0.158162103069
img_00138.jpg,0.166631940157,0.113099015623,0.0598244566062,0.047544671343,0.176057145029,0.165254183169,0.096426793526,0.175161794547
img_00141.jpg,0.16697429039,0.124851256049,0.0563706774748,0.0309990907273,0.179163249676,0.170313854083,0.0998789800085,0.171448601591
img_00152.jpg,0.175817660656,0.117923900264,0.0710366558316,0.0333990717503,0.161687002042,0.184504102805,0.0944498424254,0.161181764226
img_00161.jpg,0.1786621106,0.112740756122,0.0640564053998,0.0378648249166,0.171562311298,0.165215465287,0.100703032274,0.169195094102
img_00164.jpg,0.171616214953,0.116919802629,0.0677966947006,0.0319349179084,0.173135836417,0.161154182088,0.101490314844,0.175952036459
img_00170.jpg,0.162391741194,0.109067652893,0.0627299409614,0.0290343410446,0.171255420621,0.18687572158,0.10599842536,0.172646756347
img_00171.jpg,0.160817133691,0.107752370132,0.0716755135412,0.0394317319858,0.169619551772,0.181954529234,0.0987212794339,0.17002789021
img_00172.jpg,0.160448942167,0.110319162204,0.0721155472065,0.041047431395,0.174530650562,0.169599074967,0.0991638338352,0.172775357665
img_00175.jpg,0.162279278344,0.119498399654,0.0647502772887,0.0329355785838,0.176467141047,0.168728897582,0.10051380932,0.174826618181
img_00180.jpg,0.174954509246,0.104866417067,0.0746837826795,0.0337798667405,0.171085663238,0.178769796347,0.100093584679,0.161766380003
